procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717500  41020 214976    0    0     0     0  204   119  1  1 98  0
 1  0  67388 717500  41020 214976    0    0     0     0  203   126  1  1 98  0
 2  0  67388 717500  41020 214976    0    0     0     0  204   121  1  1 98  0
 1  0  67388 717500  41020 214976    0    0     0    20  206   127  1  1 98  0
 1  0  67388 717500  41020 214976    0    0     0     0  204   118  1  0 98  0
 2  0  67388 717500  41020 214976    0    0     0     0  205   120  1  0 98  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0  67388 717500  41020 214976    0    0     0     0  204   131  1  1 98  0
 2  0  67388 717500  41020 214976    0    0     0     0  203   120  1  0 98  0
 2  0  67388 717500  41020 214976    0    0     0    20  208   126  1  1 98  0
 2  0  67388 717500  41020 214976    0    0     0     0  203   121  2  0 98  0
 2  0  67388 717500  41020 214976    0    0     0     0  203   123  1  1 98  0
 2  0  67388 717500  41020 214976    0    0     0     0  203   130  1  1 98  0
 1  0  67388 717500  41020 214976    0    0     0    20  210   131  1  0 98  0
 2  0  67388 717500  41020 214976    0    0     0     0  203   124  1  1 98  0
 2  0  67388 717500  41020 214976    0    0     0     0  204   119  1  1 98  0
 2  0  67388 717500  41020 214976    0    0     0     0  203   121  1  1 98  0
 1  0  67388 717500  41020 214976    0    0     0     0  204   130  1  2 97  0
 2  0  67388 717500  41020 214976    0    0     0    20  206   131  1  1 98  0
 1  0  67388 717500  41020 214976    0    0     0     0  204   123  1  1 98  0
 2  0  67388 717500  41020 214976    0    0     0     0  205   122  1  1 98  0
 1  0  67388 717500  41020 214976    0    0     0     0  204   120  1  1 98  0
 1  0  67388 717500  41020 214976    0    0     0     0  203   130  1  1 98  0
 1  0  67388 717500  41020 214976    0    0     0    20  208   133  1  1 98  0
 1  0  67388 717500  41020 214976    4    0     4     0  204   129  1  1 96  2
 1  0  67388 717500  41020 214976    0    0     0     0  203   117  0  1 99  0
 2  0  67388 717500  41020 214980    0    0     0     0  203   126  1  1 98  0
 3  0  67388 717500  41020 214980    0    0     0     0  206   130  2  1 97  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 3  0  67388 717500  41024 214980    0    0     0    40  201   123  1  0 99  0
 4  0  67388 717500  41024 214980    0    0     0     0  186   107  1  0 98  0
 2  0  67388 717500  41024 214980    0    0     0     0  202   117  1  0 98  0
 2  0  67388 717500  41024 214980    0    0     0     0  203   111  1  1 98  0
 2  0  67388 717500  41024 214980    0    0     0     0  203   126  1  1 98  0
 1  0  67388 717500  41024 214980    0    0     0    20  208   127  1  0 99  0
 1  0  67388 717500  41024 214980    0    0     0     0  205   118  1  0 98  0
 1  0  67388 717500  41024 214980    0    0     0     0  204   122  1  0 98  0
 1  0  67388 717500  41024 214980    0    0     0     0  203   120  1  1 98  0
 2  0  67388 717500  41024 214980    0    0     0     0  204   134  1  0 98  0
 2  0  67388 717500  41028 214980    0    0     0    20  206   133  1  0 98  0
 2  0  67388 717500  41028 214980    0    0     0     0  204   120  1  1 98  0
 2  0  67388 717500  41028 214980    0    0     0     0  203   120  0  1 98  0
 2  0  67388 717500  41028 214980    0    0     0     0  206   127  1  1 98  0
 2  0  67388 717500  41028 214980    0    0     0     0  203   118  1  1 98  0
 2  0  67388 717500  41028 214980    0    0     0    36  211   136  1  1 98  0
 2  0  67388 717500  41028 214980    4    0     4     0  204   120  1  1 96  2
 2  0  67388 717500  41028 214980    0    0     0     0  203   122  1  1 98  0
 1  0  67388 717500  41028 214980    0    0     0     0  203   130  2  0 98  0
 1  0  67388 717500  41028 214980    0    0     0     0  204   114  0  0 100  0
 1  0  67388 717500  41028 214980    0    0     0    20  209   135  1  0 99  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0  67388 717500  41028 214980    0    0     0     0  204   119  1  0 99  0
 1  0  67388 717500  41028 214980    0    0     0     0  203   122  1  0 99  0
 1  0  67388 717500  41028 214980    0    0     0     0  203   130  1  0 99  0
 1  0  67388 717500  41028 214980    0    0     0     0  203   120  1  0 99  0
 1  0  67388 717500  41028 214980    4    0     4    20  209   138  1  0 99  0
 1  0  67388 717500  41028 214980    0    0     0     0  203   118  1  1 98  0
 2  0  67388 717500  41028 214980    0    0     0     0  206   121  1  0 99  0
 2  0  67388 717500  41028 214980    0    0     0     0  203   125  1  0 99  0
 1  0  67388 717500  41028 214980    0    0     0     0  204   122  1  0 99  0
 2  0  67388 717500  41028 214980    4    0     4    20  207   135  1  0 99  0
 1  0  67388 717500  41028 214980    0    0     0     0  204   121  1  1 98  0
 2  0  67388 717500  41028 214980    0    0     0     0  203   119  1  0 98  0
 1  0  67388 717500  41028 214980    0    0     0     0  204   120  1  0 99  0
 1  0  67388 717500  41028 214980    0    0     0     0  205   116  1  0 99  0
 1  0  67388 717500  41028 214980    4    0     4    20  209   133  1  0 99  0
 1  0  67388 717500  41028 214980    0    0     0     0  203   119  0  1 99  0
 1  0  67388 717500  41028 214980    0    0     0     0  203   122  1  0 99  0
 1  0  67388 717500  41028 214980    0    0     0     0  203   129  1  0 99  0
 1  0  67388 717500  41028 214980    0    0     0     0  204   121  1  0 99  0
 1  0  67388 717500  41028 214980    0    0     0    20  207   134  1  0 99  0
 1  0  67388 717500  41028 214980    0    0     0     0  206   117  1  0 99  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0  67388 717500  41028 214980    0    0     0     0  203   119  1  0 99  0
 1  0  67388 717500  41028 214980    0    0     0     0  203   129  1  0 99  0
 1  0  67388 717500  41028 214984    0    0     0     0  203   121  1  0 99  0
 1  0  67388 717500  41028 214984    0    0     0    40  209   139  1  0 99  0
 1  0  67388 717500  41028 214984    0    0     0     0  204   124  2  0 98  0
 1  0  67388 717500  41028 214984    0    0     0     0  203   114  0  0 99  0
 1  0  67388 717500  41028 214984    0    0     0     0  205   126  1  1 98  0
 2  1  67388 717500  41028 214984    4    0     4     0  203   116  1  0 97  2
 1  0  67388 717500  41028 214984    0    0     0    20  208   141  1  0 98  0
 1  0  67388 717500  41028 214984    0    0     0     0  203   124  1  1 98  0
 1  0  67388 717500  41028 214984    0    0     0     0  204   117  1  0 99  0
 2  0  67388 717500  41028 214984    0    0     0     0  203   129  1  0 98  0
 2  0  67388 717500  41028 214984    0    0     0     0  206   116  1  0 99  0
 2  0  67388 717500  41028 214984    0    0     0    20  207   135  1  1 98  0
 2  0  67388 717500  41028 214984    0    0     0     0  204   116  1  0 98  0
 2  0  67388 717500  41028 214984    0    0     0     0  202   113  1  0 99  0
 2  0  67388 717500  41028 214984    0    0     0     0  204   125  2  0 98  0
 2  0  67388 717500  41028 214984    0    0     0     0  203   114  1  0 98  0
 1  0  67388 717500  41028 214984    0    0     0    20  208   123  1  0 99  0
 1  0  67388 717500  41028 214984    0    0     0     0  205   113  1  0 99  0
 1  0  67388 717500  41028 214984    0    0     0     0  204   116  1  0 99  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0  67388 717500  41028 214984    0    0     0     0  203   122  1  1 98  0
 1  0  67388 717500  41028 214984    0    0     0     0  203   121  1  0 99  0
 1  0  67388 717500  41028 214984    0    0     0    20  207   123  1  0 99  0
 2  0  67388 717500  41028 214984    4    0     4     0  205   118  2  0 96  1
 1  0  67388 717500  41028 214984    0    0     0     0  203   118  1  0 99  0
 2  0  67388 717500  41028 214984    0    0     0     0  206   120  1  0 98  0
 2  0  67388 717500  41028 214984    0    0     0     0  203   120  1  0 99  0
 2  0  67388 717500  41028 214984    0    0     0    20  208   131  1  0 98  0
 1  0  67388 717500  41028 214984    0    0     0     0  202   115  1  0 99  0
 2  0  67388 717500  41028 214984    0    0     0     0  204   122  1  0 98  0
 2  0  67388 717500  41028 214984    0    0     0     0  203   127  1  0 98  0
 2  0  67388 717500  41028 214984    0    0     0     0  204   124  1  0 98  0
 2  0  67388 717500  41028 214984    4    0     4    36  213   129  1  1 98  0
 1  0  67388 717500  41028 214984    0    0     0     0  204   115  1  0 99  0
 2  0  67388 717500  41028 214984    0    0     0     0  203   118  1  0 98  0
 3  0  67388 717500  41028 214984    4    0     4     0  204   124  1  0 96  2
 1  0  67388 717500  41028 214984    4    0     4     0  204   126  0  0 99  0
 1  0  67388 717500  41028 214984    0    0     0    20  208   129  1  0 99  0
 2  0  67388 717500  41028 214984    0    0     0     0  203   122  1  0 98  0
 1  0  67388 717500  41028 214984    0    0     0     0  206   112  1  0 99  0
 1  0  67388 717500  41028 214984    0    0     0     0  203   127  1  0 99  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 2  0  67388 717500  41028 214984    0    0     0     0  203   122  1  0 99  0
 1  0  67388 717500  41028 214984    4    0     4    20  208   130  1  0 98  0
 1  0  67388 717500  41028 214984    0    0     0     0  204   118  1  0 99  0
 1  0  67388 717500  41028 214984    0    0     0     0  203   120  1  0 99  0
 2  0  67388 717496  41028 214984    4    0     4     0  205   129  1  0 96  2
 2  0  67388 717492  41028 214984    0    0     0    20  209   133  1  0 98  0
 1  0  67388 717492  41028 214984    0    0     0     0  203   118  1  1 98  0
 2  0  67388 717492  41028 214984    0    0     0     0  203   122  1  0 98  0
 1  0  67388 717492  41028 214988    0    0     0     0  204   115  1  0 99  0
 1  0  67388 717492  41028 214988    0    0     0     0  203   126  1  1 98  0
 1  0  67388 717492  41028 214988    0    0     0    40  209   132  1  1 98  0
 1  0  67388 717492  41028 214988    0    0     0     0  203   120  1  1 98  0
 1  0  67388 717492  41028 214988    0    0     0     0  206   117  1  1 98  0
 2  0  67388 717492  41028 214988    0    0     0     0  203   124  1  0 98  0
 2  0  67388 717488  41028 214988    0    0     0     0  203   123  1  0 99  0
 1  0  67388 717488  41028 214988    0    0     0    20  207   132  1  0 99  0
 2  0  67388 717488  41028 214988    0    0     0     0  204   120  1  1 98  0
 2  0  67388 717488  41028 214988    0    0     0     0  203   122  2  0 97  0
 3  0  67388 717488  41028 214988    0    0     0     0  197   110  1  0 99  0
 3  0  67388 717488  41028 214988    0    0     0     0  187   108  1  0 98  0
 2  0  67388 717488  41028 214988    0    0     0    36  209   125  1  1 98  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0  67388 717488  41028 214988    0    0     0     0  203   117  1  1 98  0
 2  0  67388 717488  41028 214988    4    0     4     0  205   115  1  0 96  2
 3  0  67388 717488  41028 214988    0    0     0     0  203   108  1  1 98  0
 2  0  67388 717484  41028 214988    0    0     0     0  204   125  1  1 97  0
 2  0  67388 717484  41028 214988    0    0     0    20  207   132  2  1 97  0
 2  0  67388 717484  41028 214988    0    0     0     0  206   119  1  1 98  0
 1  0  67388 717484  41028 214988    0    0     0     0  202   122  1  1 98  0
 2  0  67388 717484  41028 214988    0    0     0     0  204   119  1  1 98  0
 1  0  67388 717484  41028 214988    0    0     0     0  203   128  1  1 97  0
 1  0  67388 717484  41028 214988    0    0     0    20  208   135  1  1 98  0
 1  0  67388 717184  41028 214988    0    0     0    84  212   152  2  1 97  0
 1  0  67388 717184  41028 214988    0    0     0     0  204   123  1  1 98  0
 2  0  67388 717184  41028 214988    0    0     0     0  204   127  1  1 98  0
 1  0  67388 717184  41028 214988    0    0     0     0  204   126  0  2 98  0
 1  0  67388 717184  41032 214988    0    0     0    20  207   132  1  1 98  0
 1  0  67388 717184  41032 214988    0    0     0     0  204   122  1  1 98  0
 1  0  67388 717184  41032 214988    0    0     0     0  203   122  1  1 98  0
 1  0  67388 717184  41032 214988    0    0     0     0  204   131  1  1 97  0
 1  0  67388 717184  41032 214988    0    0     0     0  203   124  1  1 98  0
 1  0  67388 717184  41032 214988    0    0     0    20  209   136  1  1 98  0
 1  0  67388 717184  41032 214988    0    0     0     0  203   122  1  1 98  0
procs                      memory      swap          io     system         cpu
 r  b   swpd   free   buff  cache   si   so    bi    bo   in    cs us sy id wa
 1  0  67388 717184  41032 214988    0    0     0     0  204   125  1  0 98  0
 2  0  67388 717184  41032 214988    0    0     0     0  203   129  1  0 98  0
 2  0  67388 717184  41032 214988    0    0     0     0  204   122  1  0 98  0
 2  0  67388 717184  41032 214988    0    0     0    20  207   136  2  0 98  0
 2  0  67388 717184  41032 214988    0    0     0     0  204   119  2  0 98  0
 1  0  67388 717184  41032 214988    0    0     0     0  204   117  1  0 98  0
 2  0  67388 717184  41032 214988    0    0     0     0  204   130  2  1 97  0
 0  1  67388 717184  41032 214988    4    0     4     0  203   110  1  0 96  2
 2  0  67388 717184  41032 214988    0    0     0    68  218   136  1  1 97  0
 2  0  67388 717184  41032 214988    0    0     0     0  203   119  1  1 98  0
 2  0  67388 717184  41032 214988    0    0     0     0  204   120  1  1 98  0
 2  0  67388 717184  41032 214988    0    0     0     0  203   126  2  0 98  0
 1  0  67388 717184  41032 214988    0    0     0     0  205   114  1  0 99  0
 1  0  67388 717184  41036 214988    0    0     0    20  207   131  1  0 98  0
 2  0  67388 717184  41036 214992    4    0     4     0  205   120  2  0 96  2
 1  0  67388 717184  41036 214992    0    0     0     0  203   118  0  0 99  0
